Date,AT&T INC. (XNYS:T),"AXON ENTERPRISE, INC. (XNAS:AXON)",BOSTON SCIENTIFIC CORPORATION (XNYS:BSX),BROADCOM INC. (XNAS:AVGO),CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),"CORTEVA, INC. (XNYS:CTVA)",DAVITA INC. (XNYS:DVA),EBAY INC. (XNAS:EBAY),ELI LILLY AND COMPANY (XNYS:LLY),GENERAL ELECTRIC COMPANY (XNYS:GE),HOWMET AEROSPACE INC. (XNYS:HWM),INTERNATIONAL PAPER COMPANY (XNYS:IP),JOHNSON CONTROLS INTERNATIONAL PLC (XNYS:JCI),KELLANOVA (XNYS:K),"Meta Platforms, Inc. (XNAS:META)","NETFLIX, INC. (XNAS:NFLX)","NRG ENERGY, INC. (XNYS:NRG)",NVIDIA CORPORATION (XNAS:NVDA),"ONEOK, INC. (XNYS:OKE)",PACKAGING CORPORATION OF AMERICA (XNYS:PKG),PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (XNYS:PEG),RALPH LAUREN CORPORATION (XNYS:RL),TARGA RESOURCES CORP. (XNYS:TRGP),TEXAS PACIFIC LAND CORPORATION (XNYS:TPL),THE KROGER CO. (XNYS:KR),"THE WILLIAMS COMPANIES, INC. (XNYS:WMB)",VISTRA CORP. (XNYS:VST),WALMART INC. (XNYS:WMT),"WILLIAMS-SONOMA, INC. (XNYS:WSM)",3M COMPANY (XNYS:MMM),"AIR PRODUCTS AND CHEMICALS, INC. (XNYS:APD)","Altria Group, Inc. (XNYS:MO)",BOOKING HOLDINGS INC. (XNAS:BKNG),ENTERGY CORPORATION (XNYS:ETR),FOX CORPORATION (XNAS:FOXA),Garmin Ltd (XNYS:GRMN),GE VERNOVA INC. (XNYS:GEV),GODADDY INC. (XNYS:GDDY),INSULET CORPORATION (XNAS:PODD),"INTUITIVE SURGICAL, INC. (XNAS:ISRG)","KINDER MORGAN, INC. (XNYS:KMI)",NEWMONT CORPORATION (XNYS:NEM),NISOURCE INC. (XNYS:NI),Philip Morris International Inc. (XNYS:PM),ROYAL CARIBBEAN CRUISES LTD. (XNYS:RCL),"T-MOBILE US, INC. (XNAS:TMUS)",AMEREN CORPORATION (XNYS:AEE),"F5, INC. (XNAS:FFIV)",FAIR ISAAC CORPORATION (XNYS:FICO),"GILEAD SCIENCES, INC. (XNAS:GILD)","TAPESTRY, INC. (XNYS:TPR)","DOORDASH, INC. (XNAS:DASH)","FORTINET, INC. (XNAS:FTNT)","LIVE NATION ENTERTAINMENT, INC. (XNYS:LYV)","TAKE-TWO INTERACTIVE SOFTWARE, INC. (XNAS:TTWO)","UNITED AIRLINES HOLDINGS, INC. (XNAS:UAL)","WEC ENERGY GROUP, INC. (XNYS:WEC)",IRON MOUNTAIN INCORPORATED (XNYS:IRM),"CBRE GROUP, INC. (XNYS:CBRE)","DELTA AIR LINES, INC. (XNYS:DAL)","PAYCOM SOFTWARE, INC. (XNYS:PAYC)",BRISTOL-MYERS SQUIBB CO (XNYS:BMY),Carnival Corp (XNYS:CCL),NORWEGIAN CRUISE LINE HOLDINGS LTD. (XNYS:NCLH),"TESLA, INC. (XNAS:TSLA)",ALPHABET INC. (XNAS:GOOGL),APPLE INC. (XNAS:AAPL),"AMAZON.COM, INC. (XNAS:AMZN)","NIKE, INC. (XNYS:NKE)",FEDEX CORPORATION (XNYS:FDX),ACCENTURE PUBLIC LIMITED COMPANY (XNYS:ACN),ADOBE INC. (XNAS:ADBE),DOLLAR GENERAL CORPORATION (XNYS:DG),EXELON CORPORATION (XNAS:EXC),"VERISIGN, INC. (XNAS:VRSN)","CENTERPOINT ENERGY, INC. (XNYS:CNP)",DTE ENERGY COMPANY (XNYS:DTE),"DARDEN RESTAURANTS, INC. (XNYS:DRI)"
2024-04-19,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-22,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-23,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-24,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-26,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-29,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-30,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-02,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-03,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-07,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-13,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-22,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,110,0,52,10,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,0,110,53,23,38,6,0,0,80,58,0,33,13,73,1,60,101,21,22,26,18,8,172,86,115,34,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-09,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-10,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-15,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-16,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-17,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-18,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-19,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-23,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-26,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-29,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-30,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-31,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-02,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-05,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-06,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-09,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
