Date,AT&T INC. (XNYS:T),"AXON ENTERPRISE, INC. (XNAS:AXON)",BOSTON SCIENTIFIC CORPORATION (XNYS:BSX),BROADCOM INC. (XNAS:AVGO),CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),"CORTEVA, INC. (XNYS:CTVA)",DAVITA INC. (XNYS:DVA),EBAY INC. (XNAS:EBAY),ELI LILLY AND COMPANY (XNYS:LLY),GENERAL ELECTRIC COMPANY (XNYS:GE),HOWMET AEROSPACE INC. (XNYS:HWM),INTERNATIONAL PAPER COMPANY (XNYS:IP),JOHNSON CONTROLS INTERNATIONAL PLC (XNYS:JCI),KELLANOVA (XNYS:K),"Meta Platforms, Inc. (XNAS:META)","NETFLIX, INC. (XNAS:NFLX)","NRG ENERGY, INC. (XNYS:NRG)",NVIDIA CORPORATION (XNAS:NVDA),"ONEOK, INC. (XNYS:OKE)",PACKAGING CORPORATION OF AMERICA (XNYS:PKG),PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (XNYS:PEG),RALPH LAUREN CORPORATION (XNYS:RL),TARGA RESOURCES CORP. (XNYS:TRGP),TEXAS PACIFIC LAND CORPORATION (XNYS:TPL),THE KROGER CO. (XNYS:KR),"THE WILLIAMS COMPANIES, INC. (XNYS:WMB)",VISTRA CORP. (XNYS:VST),WALMART INC. (XNYS:WMT),"WILLIAMS-SONOMA, INC. (XNYS:WSM)",3M COMPANY (XNYS:MMM),"AIR PRODUCTS AND CHEMICALS, INC. (XNYS:APD)","Altria Group, Inc. (XNYS:MO)",BOOKING HOLDINGS INC. (XNAS:BKNG),ENTERGY CORPORATION (XNYS:ETR),FOX CORPORATION (XNAS:FOXA),Garmin Ltd (XNYS:GRMN),GE VERNOVA INC. (XNYS:GEV),GODADDY INC. (XNYS:GDDY),INSULET CORPORATION (XNAS:PODD),"INTUITIVE SURGICAL, INC. (XNAS:ISRG)","KINDER MORGAN, INC. (XNYS:KMI)",NEWMONT CORPORATION (XNYS:NEM),NISOURCE INC. (XNYS:NI),Philip Morris International Inc. (XNYS:PM),ROYAL CARIBBEAN CRUISES LTD. (XNYS:RCL),"T-MOBILE US, INC. (XNAS:TMUS)",AMEREN CORPORATION (XNYS:AEE),"F5, INC. (XNAS:FFIV)",FAIR ISAAC CORPORATION (XNYS:FICO),"GILEAD SCIENCES, INC. (XNAS:GILD)","TAPESTRY, INC. (XNYS:TPR)","DOORDASH, INC. (XNAS:DASH)","FORTINET, INC. (XNAS:FTNT)","LIVE NATION ENTERTAINMENT, INC. (XNYS:LYV)","TAKE-TWO INTERACTIVE SOFTWARE, INC. (XNAS:TTWO)","UNITED AIRLINES HOLDINGS, INC. (XNAS:UAL)","WEC ENERGY GROUP, INC. (XNYS:WEC)",IRON MOUNTAIN INCORPORATED (XNYS:IRM),"CBRE GROUP, INC. (XNYS:CBRE)","DELTA AIR LINES, INC. (XNYS:DAL)","PAYCOM SOFTWARE, INC. (XNYS:PAYC)",BRISTOL-MYERS SQUIBB CO (XNYS:BMY),Carnival Corp (XNYS:CCL),NORWEGIAN CRUISE LINE HOLDINGS LTD. (XNYS:NCLH),"TESLA, INC. (XNAS:TSLA)",ALPHABET INC. (XNAS:GOOGL),APPLE INC. (XNAS:AAPL),"AMAZON.COM, INC. (XNAS:AMZN)","NIKE, INC. (XNYS:NKE)",FEDEX CORPORATION (XNYS:FDX),ACCENTURE PUBLIC LIMITED COMPANY (XNYS:ACN),ADOBE INC. (XNAS:ADBE),DOLLAR GENERAL CORPORATION (XNYS:DG),EXELON CORPORATION (XNAS:EXC),"VERISIGN, INC. (XNAS:VRSN)","CENTERPOINT ENERGY, INC. (XNYS:CNP)",DTE ENERGY COMPANY (XNYS:DTE),"DARDEN RESTAURANTS, INC. (XNYS:DRI)"
2024-08-12,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-14,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-27,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-30,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-03,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-04,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-05,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-06,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-09,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-10,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-11,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-12,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-16,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-17,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-19,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-24,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-25,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-30,110,0,52,0,0,0,0,0,0,0,59,84,0,58,0,4,62,0,0,17,110,0,23,38,6,0,0,80,58,0,33,13,0,0,60,101,0,22,0,18,0,172,0,115,34,22,19,45,18,2,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-01,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-02,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-04,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-11,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-14,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-15,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-16,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-22,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-23,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-29,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-30,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-01,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-04,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-11,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-12,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-13,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-14,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-15,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-18,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-19,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-20,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-22,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-26,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-27,0,8,52,0,0,0,0,0,0,0,28,84,0,18,0,0,28,0,0,17,110,0,23,38,6,0,0,80,58,0,0,13,62,1,60,101,0,22,20,18,0,172,0,115,34,22,19,45,4,0,46,7,22,41,28,21,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-29,0,4,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,0,26,12,45,0,0,14,2,0,51,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,24,22,47,13,50,117,111,9,0,0,0,0,0,0,0,0,0,0,0,0,0
