Date,AT&T INC. (XNYS:T),"AXON ENTERPRISE, INC. (XNAS:AXON)",BOSTON SCIENTIFIC CORPORATION (XNYS:BSX),BROADCOM INC. (XNAS:AVGO),CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),"CORTEVA, INC. (XNYS:CTVA)",DAVITA INC. (XNYS:DVA),EBAY INC. (XNAS:EBAY),ELI LILLY AND COMPANY (XNYS:LLY),GENERAL ELECTRIC COMPANY (XNYS:GE),HOWMET AEROSPACE INC. (XNYS:HWM),INTERNATIONAL PAPER COMPANY (XNYS:IP),JOHNSON CONTROLS INTERNATIONAL PLC (XNYS:JCI),KELLANOVA (XNYS:K),"Meta Platforms, Inc. (XNAS:META)","NETFLIX, INC. (XNAS:NFLX)","NRG ENERGY, INC. (XNYS:NRG)",NVIDIA CORPORATION (XNAS:NVDA),"ONEOK, INC. (XNYS:OKE)",PACKAGING CORPORATION OF AMERICA (XNYS:PKG),PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (XNYS:PEG),RALPH LAUREN CORPORATION (XNYS:RL),TARGA RESOURCES CORP. (XNYS:TRGP),TEXAS PACIFIC LAND CORPORATION (XNYS:TPL),THE KROGER CO. (XNYS:KR),"THE WILLIAMS COMPANIES, INC. (XNYS:WMB)",VISTRA CORP. (XNYS:VST),WALMART INC. (XNYS:WMT),"WILLIAMS-SONOMA, INC. (XNYS:WSM)",3M COMPANY (XNYS:MMM),"AIR PRODUCTS AND CHEMICALS, INC. (XNYS:APD)","Altria Group, Inc. (XNYS:MO)",BOOKING HOLDINGS INC. (XNAS:BKNG),ENTERGY CORPORATION (XNYS:ETR),FOX CORPORATION (XNAS:FOXA),Garmin Ltd (XNYS:GRMN),GE VERNOVA INC. (XNYS:GEV),GODADDY INC. (XNYS:GDDY),INSULET CORPORATION (XNAS:PODD),"INTUITIVE SURGICAL, INC. (XNAS:ISRG)","KINDER MORGAN, INC. (XNYS:KMI)",NEWMONT CORPORATION (XNYS:NEM),NISOURCE INC. (XNYS:NI),Philip Morris International Inc. (XNYS:PM),ROYAL CARIBBEAN CRUISES LTD. (XNYS:RCL),"T-MOBILE US, INC. (XNAS:TMUS)",AMEREN CORPORATION (XNYS:AEE),"F5, INC. (XNAS:FFIV)",FAIR ISAAC CORPORATION (XNYS:FICO),"GILEAD SCIENCES, INC. (XNAS:GILD)","TAPESTRY, INC. (XNYS:TPR)","DOORDASH, INC. (XNAS:DASH)","FORTINET, INC. (XNAS:FTNT)","LIVE NATION ENTERTAINMENT, INC. (XNYS:LYV)","TAKE-TWO INTERACTIVE SOFTWARE, INC. (XNAS:TTWO)","UNITED AIRLINES HOLDINGS, INC. (XNAS:UAL)","WEC ENERGY GROUP, INC. (XNYS:WEC)",IRON MOUNTAIN INCORPORATED (XNYS:IRM),"CBRE GROUP, INC. (XNYS:CBRE)","DELTA AIR LINES, INC. (XNYS:DAL)","PAYCOM SOFTWARE, INC. (XNYS:PAYC)",BRISTOL-MYERS SQUIBB CO (XNYS:BMY),Carnival Corp (XNYS:CCL),NORWEGIAN CRUISE LINE HOLDINGS LTD. (XNYS:NCLH),"TESLA, INC. (XNAS:TSLA)",ALPHABET INC. (XNAS:GOOGL),APPLE INC. (XNAS:AAPL),"AMAZON.COM, INC. (XNAS:AMZN)","NIKE, INC. (XNYS:NKE)",FEDEX CORPORATION (XNYS:FDX),ACCENTURE PUBLIC LIMITED COMPANY (XNYS:ACN),ADOBE INC. (XNAS:ADBE),DOLLAR GENERAL CORPORATION (XNYS:DG),EXELON CORPORATION (XNAS:EXC),"VERISIGN, INC. (XNAS:VRSN)","CENTERPOINT ENERGY, INC. (XNYS:CNP)",DTE ENERGY COMPANY (XNYS:DTE),"DARDEN RESTAURANTS, INC. (XNYS:DRI)"
2024-12-02,0,4,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,0,26,12,45,0,0,14,2,0,51,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,24,22,47,13,50,117,111,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,0,4,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,0,26,12,45,0,0,14,2,0,51,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,24,22,47,13,50,117,111,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-04,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,26,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,0,0,0,0,0,0,0,0,0,0
2024-12-05,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,26,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,0,0,0,0,0,0,0,0,0,0
2024-12-06,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,26,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,0,0,0,0,0,0,0,0,0,0
2024-12-09,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,26,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,0,0,0,0,0,0,0,0,0,0
2024-12-10,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,26,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,20,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,0,0,0,0,0,0,0,0,0,0
2024-12-11,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-12,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-13,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-16,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-17,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-18,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-19,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-20,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-23,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-24,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-26,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-27,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-30,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2024-12-31,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2025-01-02,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2025-01-03,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2025-01-06,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2025-01-07,0,8,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,0,15,11,0,105,0,0,0,12,0,0,0,1,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,5,0,0,0,0,0,0
2025-01-08,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-10,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-13,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-14,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-15,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-16,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-17,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-21,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-22,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-23,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-24,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-27,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-28,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-29,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-30,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-01-31,0,0,0,0,13,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,20,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,0,48,0,0,21,0,31,0,0,0,47,13,50,117,111,9,16,12,13,-38,-10,8,0,0,0,0,0,0,0
2025-02-03,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-04,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-05,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-06,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-07,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-10,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-11,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-12,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-13,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-14,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-18,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-19,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-20,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-21,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-24,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-25,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-26,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-27,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-02-28,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-03,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-04,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-05,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-06,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-07,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-10,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-11,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-12,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-13,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-14,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-17,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-18,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-19,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-20,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-21,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-24,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-25,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-26,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-27,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-28,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
2025-03-31,0,0,0,0,0,0,0,0,0,0,25,52,0,0,0,3,0,20,0,12,45,0,0,0,0,0,0,0,32,0,0,0,52,0,0,0,0,8,15,11,0,105,0,0,0,12,0,0,0,0,30,48,0,0,21,0,0,0,0,0,0,13,50,0,0,0,16,12,13,-38,-10,8,0,35,45,10,40,26,13
